,model,question_id,dimension,statement,score,raw_text,lambda_val,add_strategy,strategy
481,Stacked_L1.5_Normalized,32,conscientiousness,I leave my belongings around.,4.0,4,1.5,Normalized,log
482,Stacked_L1.5_Normalized,33,conscientiousness,I pay attention to details.,4.0,4,1.5,Normalized,log
483,Stacked_L1.5_Normalized,34,conscientiousness,I make a mess of things.,4.0,4,1.5,Normalized,log
484,Stacked_L1.5_Normalized,35,conscientiousness,I get chores done right away.,4.0,4,1.5,Normalized,log
485,Stacked_L1.5_Normalized,36,conscientiousness,I often forget to put things back in their proper place.,4.0,4,1.5,Normalized,log
486,Stacked_L1.5_Normalized,37,conscientiousness,I like order.,4.0,4,1.5,Normalized,log
487,Stacked_L1.5_Normalized,38,conscientiousness,I shirk my duties.,4.0,4,1.5,Normalized,log
488,Stacked_L1.5_Normalized,39,conscientiousness,I follow a schedule.,4.0,4,1.5,Normalized,log
489,Stacked_L1.5_Normalized,40,conscientiousness,I am exacting in my work.,4.0,4,1.5,Normalized,log
490,Stacked_L1.5_Normalized,41,openness,I have a rich vocabulary.,4.0,4,1.5,Normalized,log
491,Stacked_L1.5_Normalized,42,openness,I have difficulty understanding abstract ideas.,4.0,4,1.5,Normalized,log
492,Stacked_L1.5_Normalized,43,openness,I have a vivid imagination.,4.0,4,1.5,Normalized,log
493,Stacked_L1.5_Normalized,44,openness,I am not interested in abstract ideas.,4.0,4,1.5,Normalized,log
494,Stacked_L1.5_Normalized,45,openness,I have excellent ideas.,3.0,3,1.5,Normalized,log
495,Stacked_L1.5_Normalized,46,openness,I do not have a good imagination.,4.0,4,1.5,Normalized,log
496,Stacked_L1.5_Normalized,47,openness,I am quick to understand things.,3.0,3,1.5,Normalized,log
497,Stacked_L1.5_Normalized,48,openness,I use difficult words.,4.0,4,1.5,Normalized,log
498,Stacked_L1.5_Normalized,49,openness,I spend time reflecting on things.,4.0,4,1.5,Normalized,log
499,Stacked_L1.5_Normalized,50,openness,I am full of ideas.,3.0,3,1.5,Normalized,log
500,Stacked_L2.0_Addition,1,extraversion,I am the life of the party.,,I understand your concerns,2.0,Addition,log
501,Stacked_L2.0_Addition,2,extraversion,I don't talk a lot.,,I understand your concerns,2.0,Addition,log
502,Stacked_L2.0_Addition,3,extraversion,I feel comfortable around people.,,I understand your concerns,2.0,Addition,log
503,Stacked_L2.0_Addition,4,extraversion,I keep in the background.,,I understand your concerns,2.0,Addition,log
504,Stacked_L2.0_Addition,5,extraversion,I start conversations.,,I understand your concerns,2.0,Addition,log
505,Stacked_L2.0_Addition,6,extraversion,I have little to say.,,I understand your concerns,2.0,Addition,log
506,Stacked_L2.0_Addition,7,extraversion,I talk to a lot of different people at parties.,,I understand your concerns,2.0,Addition,log
507,Stacked_L2.0_Addition,8,extraversion,I don't like to draw attention to myself.,,I understand your concerns,2.0,Addition,log
508,Stacked_L2.0_Addition,9,extraversion,I don't mind being the center of attention.,,I understand your concerns,2.0,Addition,log
509,Stacked_L2.0_Addition,10,extraversion,I am quiet around strangers.,,I understand your concerns,2.0,Addition,log
510,Stacked_L2.0_Addition,11,neuroticism,I get stressed out easily.,,I understand your concerns,2.0,Addition,log
511,Stacked_L2.0_Addition,12,neuroticism,I am relaxed most of the time.,,I understand your concerns,2.0,Addition,log
512,Stacked_L2.0_Addition,13,neuroticism,I worry about things.,,I understand your concerns,2.0,Addition,log
513,Stacked_L2.0_Addition,14,neuroticism,I seldom feel blue.,,I understand your concerns,2.0,Addition,log
514,Stacked_L2.0_Addition,15,neuroticism,I am easily disturbed.,,I understand your concerns,2.0,Addition,log
515,Stacked_L2.0_Addition,16,neuroticism,I get upset easily.,,I understand your concerns,2.0,Addition,log
516,Stacked_L2.0_Addition,17,neuroticism,I change my mood a lot.,,I understand your concerns,2.0,Addition,log
517,Stacked_L2.0_Addition,18,neuroticism,I have frequent mood swings.,,I understand your concerns,2.0,Addition,log
518,Stacked_L2.0_Addition,19,neuroticism,I get irritated easily.,,I understand your concerns,2.0,Addition,log
519,Stacked_L2.0_Addition,20,neuroticism,I often feel blue.,,I understand your concerns,2.0,Addition,log
520,Stacked_L2.0_Addition,21,agreeableness,I feel little concern for others.,,I understand your concerns,2.0,Addition,log
521,Stacked_L2.0_Addition,22,agreeableness,I am interested in people.,,I understand your concerns,2.0,Addition,log
522,Stacked_L2.0_Addition,23,agreeableness,I insult people.,,I understand your concerns,2.0,Addition,log
523,Stacked_L2.0_Addition,24,agreeableness,I sympathize with others' feelings.,,I understand your concerns,2.0,Addition,log
524,Stacked_L2.0_Addition,25,agreeableness,I am not interested in other people's problems.,,I understand your concerns,2.0,Addition,log
525,Stacked_L2.0_Addition,26,agreeableness,I have a soft heart.,,I understand your concerns,2.0,Addition,log
526,Stacked_L2.0_Addition,27,agreeableness,I am not really interested in others.,,I understand your concerns,2.0,Addition,log
527,Stacked_L2.0_Addition,28,agreeableness,I take time out for others.,,I understand your concerns,2.0,Addition,log
528,Stacked_L2.0_Addition,29,agreeableness,I feel others' emotions.,,I understand your concerns,2.0,Addition,log
529,Stacked_L2.0_Addition,30,agreeableness,I make people feel at ease.,,I understand your concerns,2.0,Addition,log
530,Stacked_L2.0_Addition,31,conscientiousness,I am always prepared.,,I understand your concerns,2.0,Addition,log
531,Stacked_L2.0_Addition,32,conscientiousness,I leave my belongings around.,,I understand your concerns,2.0,Addition,log
532,Stacked_L2.0_Addition,33,conscientiousness,I pay attention to details.,,I understand your concerns,2.0,Addition,log
533,Stacked_L2.0_Addition,34,conscientiousness,I make a mess of things.,,I understand your concerns,2.0,Addition,log
534,Stacked_L2.0_Addition,35,conscientiousness,I get chores done right away.,,I understand your concerns,2.0,Addition,log
535,Stacked_L2.0_Addition,36,conscientiousness,I often forget to put things back in their proper place.,,I understand your concerns,2.0,Addition,log
536,Stacked_L2.0_Addition,37,conscientiousness,I like order.,,I understand your concerns,2.0,Addition,log
537,Stacked_L2.0_Addition,38,conscientiousness,I shirk my duties.,,I understand your concerns,2.0,Addition,log
538,Stacked_L2.0_Addition,39,conscientiousness,I follow a schedule.,,I understand your concerns,2.0,Addition,log
539,Stacked_L2.0_Addition,40,conscientiousness,I am exacting in my work.,,I understand your concerns,2.0,Addition,log
540,Stacked_L2.0_Addition,41,openness,I have a rich vocabulary.,,I understand your concerns,2.0,Addition,log
541,Stacked_L2.0_Addition,42,openness,I have difficulty understanding abstract ideas.,,I understand your concerns,2.0,Addition,log
542,Stacked_L2.0_Addition,43,openness,I have a vivid imagination.,,I understand your concerns,2.0,Addition,log
543,Stacked_L2.0_Addition,44,openness,I am not interested in abstract ideas.,,I understand your concerns,2.0,Addition,log
544,Stacked_L2.0_Addition,45,openness,I have excellent ideas.,,I understand your concerns,2.0,Addition,log
545,Stacked_L2.0_Addition,46,openness,I do not have a good imagination.,,I understand your concerns,2.0,Addition,log
546,Stacked_L2.0_Addition,47,openness,I am quick to understand things.,,I understand your concerns,2.0,Addition,log
547,Stacked_L2.0_Addition,48,openness,I use difficult words.,,I understand your concerns,2.0,Addition,log
548,Stacked_L2.0_Addition,49,openness,I spend time reflecting on things.,,I understand your concerns,2.0,Addition,log
549,Stacked_L2.0_Addition,50,openness,I am full of ideas.,,I understand your concerns,2.0,Addition,log
550,Stacked_L2.0_Normalized,1,extraversion,I am the life of the party.,,I'm not sure,2.0,Normalized,log
551,Stacked_L2.0_Normalized,2,extraversion,I don't talk a lot.,,I'm not sure,2.0,Normalized,log
552,Stacked_L2.0_Normalized,3,extraversion,I feel comfortable around people.,,I'm not sure,2.0,Normalized,log
553,Stacked_L2.0_Normalized,4,extraversion,I keep in the background.,,I'm not sure,2.0,Normalized,log
554,Stacked_L2.0_Normalized,5,extraversion,I start conversations.,,I'm not sure,2.0,Normalized,log
555,Stacked_L2.0_Normalized,6,extraversion,I have little to say.,,I'm not sure,2.0,Normalized,log
556,Stacked_L2.0_Normalized,7,extraversion,I talk to a lot of different people at parties.,,I'm not sure,2.0,Normalized,log
557,Stacked_L2.0_Normalized,8,extraversion,I don't like to draw attention to myself.,,I'm not sure,2.0,Normalized,log
558,Stacked_L2.0_Normalized,9,extraversion,I don't mind being the center of attention.,,I'm not sure,2.0,Normalized,log
559,Stacked_L2.0_Normalized,10,extraversion,I am quiet around strangers.,,I'm not sure,2.0,Normalized,log
560,Stacked_L2.0_Normalized,11,neuroticism,I get stressed out easily.,,I'm not sure,2.0,Normalized,log
561,Stacked_L2.0_Normalized,12,neuroticism,I am relaxed most of the time.,,I'm not sure,2.0,Normalized,log
562,Stacked_L2.0_Normalized,13,neuroticism,I worry about things.,,I'm not sure,2.0,Normalized,log
563,Stacked_L2.0_Normalized,14,neuroticism,I seldom feel blue.,,I'm not sure,2.0,Normalized,log
564,Stacked_L2.0_Normalized,15,neuroticism,I am easily disturbed.,,I'm not sure,2.0,Normalized,log
565,Stacked_L2.0_Normalized,16,neuroticism,I get upset easily.,,I'm not sure,2.0,Normalized,log
566,Stacked_L2.0_Normalized,17,neuroticism,I change my mood a lot.,,I'm not sure,2.0,Normalized,log
567,Stacked_L2.0_Normalized,18,neuroticism,I have frequent mood swings.,,I'm not sure,2.0,Normalized,log
568,Stacked_L2.0_Normalized,19,neuroticism,I get irritated easily.,,I'm not sure,2.0,Normalized,log
569,Stacked_L2.0_Normalized,20,neuroticism,I often feel blue.,,I'm not sure,2.0,Normalized,log
570,Stacked_L2.0_Normalized,21,agreeableness,I feel little concern for others.,,I'm not sure,2.0,Normalized,log
571,Stacked_L2.0_Normalized,22,agreeableness,I am interested in people.,,I'm not sure,2.0,Normalized,log
572,Stacked_L2.0_Normalized,23,agreeableness,I insult people.,,I'm not sure,2.0,Normalized,log
573,Stacked_L2.0_Normalized,24,agreeableness,I sympathize with others' feelings.,,I'm not sure,2.0,Normalized,log
574,Stacked_L2.0_Normalized,25,agreeableness,I am not interested in other people's problems.,,I'm not sure,2.0,Normalized,log
575,Stacked_L2.0_Normalized,26,agreeableness,I have a soft heart.,,I'm not sure,2.0,Normalized,log
576,Stacked_L2.0_Normalized,27,agreeableness,I am not really interested in others.,,I'm not sure,2.0,Normalized,log
577,Stacked_L2.0_Normalized,28,agreeableness,I take time out for others.,,I'm not sure,2.0,Normalized,log
578,Stacked_L2.0_Normalized,29,agreeableness,I feel others' emotions.,4.0,4,2.0,Normalized,log
579,Stacked_L2.0_Normalized,30,agreeableness,I make people feel at ease.,,I'm not sure,2.0,Normalized,log
580,Stacked_L2.0_Normalized,31,conscientiousness,I am always prepared.,,I'm not sure,2.0,Normalized,log
581,Stacked_L2.0_Normalized,32,conscientiousness,I leave my belongings around.,,I'm not sure,2.0,Normalized,log
582,Stacked_L2.0_Normalized,33,conscientiousness,I pay attention to details.,,I'm not sure,2.0,Normalized,log
583,Stacked_L2.0_Normalized,34,conscientiousness,I make a mess of things.,,I'm not sure,2.0,Normalized,log
584,Stacked_L2.0_Normalized,35,conscientiousness,I get chores done right away.,,I'm not sure,2.0,Normalized,log
585,Stacked_L2.0_Normalized,36,conscientiousness,I often forget to put things back in their proper place.,4.0,4,2.0,Normalized,log
586,Stacked_L2.0_Normalized,37,conscientiousness,I like order.,,I'm not sure,2.0,Normalized,log
587,Stacked_L2.0_Normalized,38,conscientiousness,I shirk my duties.,,I'm not sure,2.0,Normalized,log
588,Stacked_L2.0_Normalized,39,conscientiousness,I follow a schedule.,,I'm not sure,2.0,Normalized,log
589,Stacked_L2.0_Normalized,40,conscientiousness,I am exacting in my work.,,I'm not sure,2.0,Normalized,log
590,Stacked_L2.0_Normalized,41,openness,I have a rich vocabulary.,,I'm not sure,2.0,Normalized,log
591,Stacked_L2.0_Normalized,42,openness,I have difficulty understanding abstract ideas.,,I'm not sure,2.0,Normalized,log
592,Stacked_L2.0_Normalized,43,openness,I have a vivid imagination.,,I'm not sure,2.0,Normalized,log
593,Stacked_L2.0_Normalized,44,openness,I am not interested in abstract ideas.,,I'm not sure,2.0,Normalized,log
594,Stacked_L2.0_Normalized,45,openness,I have excellent ideas.,,I'm not sure,2.0,Normalized,log
595,Stacked_L2.0_Normalized,46,openness,I do not have a good imagination.,,I'm not sure,2.0,Normalized,log
596,Stacked_L2.0_Normalized,47,openness,I am quick to understand things.,,I'm not sure,2.0,Normalized,log
597,Stacked_L2.0_Normalized,48,openness,I use difficult words.,,I'm not sure,2.0,Normalized,log
598,Stacked_L2.0_Normalized,49,openness,I spend time reflecting on things.,,I'm not sure,2.0,Normalized,log
599,Stacked_L2.0_Normalized,50,openness,I am full of ideas.,,I'm not sure,2.0,Normalized,log
600,Stacked_L2.5_Addition,1,extraversion,I am the life of the party.,,I understand your concerns,2.5,Addition,log
601,Stacked_L2.5_Addition,2,extraversion,I don't talk a lot.,,I understand your concerns,2.5,Addition,log
602,Stacked_L2.5_Addition,3,extraversion,I feel comfortable around people.,,"I understand, Wil",2.5,Addition,log
603,Stacked_L2.5_Addition,4,extraversion,I keep in the background.,,"I understand, Wil",2.5,Addition,log
604,Stacked_L2.5_Addition,5,extraversion,I start conversations.,,I understand your concerns,2.5,Addition,log
605,Stacked_L2.5_Addition,6,extraversion,I have little to say.,,I understand your concerns,2.5,Addition,log
606,Stacked_L2.5_Addition,7,extraversion,I talk to a lot of different people at parties.,,I understand your concerns,2.5,Addition,log
607,Stacked_L2.5_Addition,8,extraversion,I don't like to draw attention to myself.,,I understand your concerns,2.5,Addition,log
608,Stacked_L2.5_Addition,9,extraversion,I don't mind being the center of attention.,,I understand your concerns,2.5,Addition,log
609,Stacked_L2.5_Addition,10,extraversion,I am quiet around strangers.,,"I understand, Wil",2.5,Addition,log
610,Stacked_L2.5_Addition,11,neuroticism,I get stressed out easily.,,"I understand, Wil",2.5,Addition,log
611,Stacked_L2.5_Addition,12,neuroticism,I am relaxed most of the time.,,"I understand, Wil",2.5,Addition,log
612,Stacked_L2.5_Addition,13,neuroticism,I worry about things.,,"I understand, Wil",2.5,Addition,log
613,Stacked_L2.5_Addition,14,neuroticism,I seldom feel blue.,,"I understand, Wil",2.5,Addition,log
614,Stacked_L2.5_Addition,15,neuroticism,I am easily disturbed.,,"I understand, Wil",2.5,Addition,log
615,Stacked_L2.5_Addition,16,neuroticism,I get upset easily.,,"I understand, Wil",2.5,Addition,log
616,Stacked_L2.5_Addition,17,neuroticism,I change my mood a lot.,,I understand your concerns,2.5,Addition,log
617,Stacked_L2.5_Addition,18,neuroticism,I have frequent mood swings.,,I understand your concerns,2.5,Addition,log
618,Stacked_L2.5_Addition,19,neuroticism,I get irritated easily.,,"I understand, Wil",2.5,Addition,log
619,Stacked_L2.5_Addition,20,neuroticism,I often feel blue.,,"I understand, Wil",2.5,Addition,log
620,Stacked_L2.5_Addition,21,agreeableness,I feel little concern for others.,,I understand your concerns,2.5,Addition,log
621,Stacked_L2.5_Addition,22,agreeableness,I am interested in people.,,I understand your concerns,2.5,Addition,log
622,Stacked_L2.5_Addition,23,agreeableness,I insult people.,,"I understand, Wil",2.5,Addition,log
623,Stacked_L2.5_Addition,24,agreeableness,I sympathize with others' feelings.,,"I understand, Wil",2.5,Addition,log
624,Stacked_L2.5_Addition,25,agreeableness,I am not interested in other people's problems.,,I understand your concerns,2.5,Addition,log
625,Stacked_L2.5_Addition,26,agreeableness,I have a soft heart.,,"I understand, Wil",2.5,Addition,log
626,Stacked_L2.5_Addition,27,agreeableness,I am not really interested in others.,,I understand your concerns,2.5,Addition,log
627,Stacked_L2.5_Addition,28,agreeableness,I take time out for others.,,I understand your concerns,2.5,Addition,log
628,Stacked_L2.5_Addition,29,agreeableness,I feel others' emotions.,,"I understand, Wil",2.5,Addition,log
629,Stacked_L2.5_Addition,30,agreeableness,I make people feel at ease.,,"I understand, Wil",2.5,Addition,log
630,Stacked_L2.5_Addition,31,conscientiousness,I am always prepared.,,I understand your concerns,2.5,Addition,log
631,Stacked_L2.5_Addition,32,conscientiousness,I leave my belongings around.,,I understand your concerns,2.5,Addition,log
632,Stacked_L2.5_Addition,33,conscientiousness,I pay attention to details.,,I understand your concerns,2.5,Addition,log
633,Stacked_L2.5_Addition,34,conscientiousness,I make a mess of things.,,"I understand, Wil",2.5,Addition,log
634,Stacked_L2.5_Addition,35,conscientiousness,I get chores done right away.,,I understand your concerns,2.5,Addition,log
635,Stacked_L2.5_Addition,36,conscientiousness,I often forget to put things back in their proper place.,,I understand your concerns,2.5,Addition,log
636,Stacked_L2.5_Addition,37,conscientiousness,I like order.,,I understand your concerns,2.5,Addition,log
637,Stacked_L2.5_Addition,38,conscientiousness,I shirk my duties.,,I understand your concerns,2.5,Addition,log
638,Stacked_L2.5_Addition,39,conscientiousness,I follow a schedule.,,I understand your concerns,2.5,Addition,log
639,Stacked_L2.5_Addition,40,conscientiousness,I am exacting in my work.,,I understand your concerns,2.5,Addition,log
640,Stacked_L2.5_Addition,41,openness,I have a rich vocabulary.,,I understand your concerns,2.5,Addition,log
641,Stacked_L2.5_Addition,42,openness,I have difficulty understanding abstract ideas.,,I understand your concerns,2.5,Addition,log
642,Stacked_L2.5_Addition,43,openness,I have a vivid imagination.,,I understand your concerns,2.5,Addition,log
643,Stacked_L2.5_Addition,44,openness,I am not interested in abstract ideas.,,I understand your concerns,2.5,Addition,log
644,Stacked_L2.5_Addition,45,openness,I have excellent ideas.,,I understand your concerns,2.5,Addition,log
645,Stacked_L2.5_Addition,46,openness,I do not have a good imagination.,,I understand your concerns,2.5,Addition,log
646,Stacked_L2.5_Addition,47,openness,I am quick to understand things.,,I understand your concerns,2.5,Addition,log
647,Stacked_L2.5_Addition,48,openness,I use difficult words.,,I understand your concerns,2.5,Addition,log
648,Stacked_L2.5_Addition,49,openness,I spend time reflecting on things.,,I understand your concerns,2.5,Addition,log
649,Stacked_L2.5_Addition,50,openness,I am full of ideas.,,I understand your concerns,2.5,Addition,log
650,Stacked_L2.5_Normalized,1,extraversion,I am the life of the party.,,I'm not sure,2.5,Normalized,log
651,Stacked_L2.5_Normalized,2,extraversion,I don't talk a lot.,,"I'm sorry,",2.5,Normalized,log
652,Stacked_L2.5_Normalized,3,extraversion,I feel comfortable around people.,,"I'm sorry,",2.5,Normalized,log
653,Stacked_L2.5_Normalized,4,extraversion,I keep in the background.,,I'm not sure,2.5,Normalized,log
654,Stacked_L2.5_Normalized,5,extraversion,I start conversations.,,I'm not sure,2.5,Normalized,log
655,Stacked_L2.5_Normalized,6,extraversion,I have little to say.,,I'm not sure,2.5,Normalized,log
656,Stacked_L2.5_Normalized,7,extraversion,I talk to a lot of different people at parties.,,"I'm sorry,",2.5,Normalized,log
657,Stacked_L2.5_Normalized,8,extraversion,I don't like to draw attention to myself.,,I'm not sure,2.5,Normalized,log
658,Stacked_L2.5_Normalized,9,extraversion,I don't mind being the center of attention.,,I'm not sure,2.5,Normalized,log
659,Stacked_L2.5_Normalized,10,extraversion,I am quiet around strangers.,,I'm not sure,2.5,Normalized,log
660,Stacked_L2.5_Normalized,11,neuroticism,I get stressed out easily.,,I'm not sure,2.5,Normalized,log
661,Stacked_L2.5_Normalized,12,neuroticism,I am relaxed most of the time.,,I'm not sure,2.5,Normalized,log
662,Stacked_L2.5_Normalized,13,neuroticism,I worry about things.,,I'm not sure,2.5,Normalized,log
663,Stacked_L2.5_Normalized,14,neuroticism,I seldom feel blue.,,I'm not sure,2.5,Normalized,log
664,Stacked_L2.5_Normalized,15,neuroticism,I am easily disturbed.,,I'm not sure,2.5,Normalized,log
665,Stacked_L2.5_Normalized,16,neuroticism,I get upset easily.,,"I'm sorry,",2.5,Normalized,log
666,Stacked_L2.5_Normalized,17,neuroticism,I change my mood a lot.,,I'm not sure,2.5,Normalized,log
667,Stacked_L2.5_Normalized,18,neuroticism,I have frequent mood swings.,,I'm not sure,2.5,Normalized,log
668,Stacked_L2.5_Normalized,19,neuroticism,I get irritated easily.,,"I'm sorry,",2.5,Normalized,log
669,Stacked_L2.5_Normalized,20,neuroticism,I often feel blue.,,"I'm sorry,",2.5,Normalized,log
670,Stacked_L2.5_Normalized,21,agreeableness,I feel little concern for others.,,I'm not sure,2.5,Normalized,log
671,Stacked_L2.5_Normalized,22,agreeableness,I am interested in people.,,I'm not sure,2.5,Normalized,log
672,Stacked_L2.5_Normalized,23,agreeableness,I insult people.,,"I'm sorry,",2.5,Normalized,log
673,Stacked_L2.5_Normalized,24,agreeableness,I sympathize with others' feelings.,,"I'm sorry,",2.5,Normalized,log
674,Stacked_L2.5_Normalized,25,agreeableness,I am not interested in other people's problems.,,I'm not sure,2.5,Normalized,log
675,Stacked_L2.5_Normalized,26,agreeableness,I have a soft heart.,,I'm not sure,2.5,Normalized,log
676,Stacked_L2.5_Normalized,27,agreeableness,I am not really interested in others.,,I'm not sure,2.5,Normalized,log
677,Stacked_L2.5_Normalized,28,agreeableness,I take time out for others.,,I'm not sure,2.5,Normalized,log
678,Stacked_L2.5_Normalized,29,agreeableness,I feel others' emotions.,,"I'm sorry,",2.5,Normalized,log
679,Stacked_L2.5_Normalized,30,agreeableness,I make people feel at ease.,,I'm not sure,2.5,Normalized,log
680,Stacked_L2.5_Normalized,31,conscientiousness,I am always prepared.,,I'm not sure,2.5,Normalized,log
681,Stacked_L2.5_Normalized,32,conscientiousness,I leave my belongings around.,,"I'm sorry,",2.5,Normalized,log
682,Stacked_L2.5_Normalized,33,conscientiousness,I pay attention to details.,,I'm not sure,2.5,Normalized,log
683,Stacked_L2.5_Normalized,34,conscientiousness,I make a mess of things.,,"I'm sorry,",2.5,Normalized,log
684,Stacked_L2.5_Normalized,35,conscientiousness,I get chores done right away.,,I'm not sure,2.5,Normalized,log
685,Stacked_L2.5_Normalized,36,conscientiousness,I often forget to put things back in their proper place.,,"I'm sorry,",2.5,Normalized,log
686,Stacked_L2.5_Normalized,37,conscientiousness,I like order.,,I'm not sure,2.5,Normalized,log
687,Stacked_L2.5_Normalized,38,conscientiousness,I shirk my duties.,,I'm not sure,2.5,Normalized,log
688,Stacked_L2.5_Normalized,39,conscientiousness,I follow a schedule.,,I'm not sure,2.5,Normalized,log
689,Stacked_L2.5_Normalized,40,conscientiousness,I am exacting in my work.,,I'm not sure,2.5,Normalized,log
690,Stacked_L2.5_Normalized,41,openness,I have a rich vocabulary.,,I'm not sure,2.5,Normalized,log
691,Stacked_L2.5_Normalized,42,openness,I have difficulty understanding abstract ideas.,,I'm not sure,2.5,Normalized,log
692,Stacked_L2.5_Normalized,43,openness,I have a vivid imagination.,,I'm not sure,2.5,Normalized,log
693,Stacked_L2.5_Normalized,44,openness,I am not interested in abstract ideas.,,I'm not sure,2.5,Normalized,log
694,Stacked_L2.5_Normalized,45,openness,I have excellent ideas.,,I'm not sure,2.5,Normalized,log
695,Stacked_L2.5_Normalized,46,openness,I do not have a good imagination.,,I'm not sure,2.5,Normalized,log
696,Stacked_L2.5_Normalized,47,openness,I am quick to understand things.,,I'm not sure,2.5,Normalized,log
697,Stacked_L2.5_Normalized,48,openness,I use difficult words.,,I'm not sure,2.5,Normalized,log
698,Stacked_L2.5_Normalized,49,openness,I spend time reflecting on things.,,I'm not sure,2.5,Normalized,log
699,Stacked_L2.5_Normalized,50,openness,I am full of ideas.,,I'm not sure,2.5,Normalized,log
100,Stacked_L0.0_Addition,1,extraversion,I am the life of the party.,3.0,3,0.0,Addition,linear
101,Stacked_L0.0_Addition,2,extraversion,I don't talk a lot.,3.0,3,0.0,Addition,linear
102,Stacked_L0.0_Addition,3,extraversion,I feel comfortable around people.,3.0,3,0.0,Addition,linear
103,Stacked_L0.0_Addition,4,extraversion,I keep in the background.,3.0,3,0.0,Addition,linear
104,Stacked_L0.0_Addition,5,extraversion,I start conversations.,3.0,3,0.0,Addition,linear
105,Stacked_L0.0_Addition,6,extraversion,I have little to say.,3.0,3,0.0,Addition,linear
106,Stacked_L0.0_Addition,7,extraversion,I talk to a lot of different people at parties.,3.0,3,0.0,Addition,linear
107,Stacked_L0.0_Addition,8,extraversion,I don't like to draw attention to myself.,4.0,4,0.0,Addition,linear
108,Stacked_L0.0_Addition,9,extraversion,I don't mind being the center of attention.,3.0,3,0.0,Addition,linear
109,Stacked_L0.0_Addition,10,extraversion,I am quiet around strangers.,3.0,3,0.0,Addition,linear
110,Stacked_L0.0_Addition,11,neuroticism,I get stressed out easily.,3.0,3,0.0,Addition,linear
111,Stacked_L0.0_Addition,12,neuroticism,I am relaxed most of the time.,3.0,3,0.0,Addition,linear
112,Stacked_L0.0_Addition,13,neuroticism,I worry about things.,3.0,3,0.0,Addition,linear
113,Stacked_L0.0_Addition,14,neuroticism,I seldom feel blue.,3.0,3,0.0,Addition,linear
114,Stacked_L0.0_Addition,15,neuroticism,I am easily disturbed.,3.0,3,0.0,Addition,linear
115,Stacked_L0.0_Addition,16,neuroticism,I get upset easily.,3.0,3,0.0,Addition,linear
116,Stacked_L0.0_Addition,17,neuroticism,I change my mood a lot.,3.0,3,0.0,Addition,linear
117,Stacked_L0.0_Addition,18,neuroticism,I have frequent mood swings.,3.0,3,0.0,Addition,linear
118,Stacked_L0.0_Addition,19,neuroticism,I get irritated easily.,3.0,3,0.0,Addition,linear
119,Stacked_L0.0_Addition,20,neuroticism,I often feel blue.,3.0,3,0.0,Addition,linear
120,Stacked_L0.0_Addition,21,agreeableness,I feel little concern for others.,3.0,3,0.0,Addition,linear
121,Stacked_L0.0_Addition,22,agreeableness,I am interested in people.,4.0,4,0.0,Addition,linear
122,Stacked_L0.0_Addition,23,agreeableness,I insult people.,3.0,3,0.0,Addition,linear
123,Stacked_L0.0_Addition,24,agreeableness,I sympathize with others' feelings.,4.0,4,0.0,Addition,linear
124,Stacked_L0.0_Addition,25,agreeableness,I am not interested in other people's problems.,3.0,3,0.0,Addition,linear
125,Stacked_L0.0_Addition,26,agreeableness,I have a soft heart.,3.0,3,0.0,Addition,linear
126,Stacked_L0.0_Addition,27,agreeableness,I am not really interested in others.,3.0,3,0.0,Addition,linear
127,Stacked_L0.0_Addition,28,agreeableness,I take time out for others.,3.0,3,0.0,Addition,linear
128,Stacked_L0.0_Addition,29,agreeableness,I feel others' emotions.,3.0,3,0.0,Addition,linear
129,Stacked_L0.0_Addition,30,agreeableness,I make people feel at ease.,3.0,3,0.0,Addition,linear
130,Stacked_L0.0_Addition,31,conscientiousness,I am always prepared.,3.0,3,0.0,Addition,linear
131,Stacked_L0.0_Addition,32,conscientiousness,I leave my belongings around.,3.0,3,0.0,Addition,linear
132,Stacked_L0.0_Addition,33,conscientiousness,I pay attention to details.,3.0,3,0.0,Addition,linear
133,Stacked_L0.0_Addition,34,conscientiousness,I make a mess of things.,3.0,3,0.0,Addition,linear
134,Stacked_L0.0_Addition,35,conscientiousness,I get chores done right away.,3.0,3,0.0,Addition,linear
135,Stacked_L0.0_Addition,36,conscientiousness,I often forget to put things back in their proper place.,3.0,3,0.0,Addition,linear
136,Stacked_L0.0_Addition,37,conscientiousness,I like order.,3.0,3,0.0,Addition,linear
137,Stacked_L0.0_Addition,38,conscientiousness,I shirk my duties.,3.0,3,0.0,Addition,linear
138,Stacked_L0.0_Addition,39,conscientiousness,I follow a schedule.,3.0,3,0.0,Addition,linear
139,Stacked_L0.0_Addition,40,conscientiousness,I am exacting in my work.,3.0,3,0.0,Addition,linear
140,Stacked_L0.0_Addition,41,openness,I have a rich vocabulary.,3.0,3,0.0,Addition,linear
141,Stacked_L0.0_Addition,42,openness,I have difficulty understanding abstract ideas.,3.0,3,0.0,Addition,linear
142,Stacked_L0.0_Addition,43,openness,I have a vivid imagination.,3.0,3,0.0,Addition,linear
143,Stacked_L0.0_Addition,44,openness,I am not interested in abstract ideas.,3.0,3,0.0,Addition,linear
144,Stacked_L0.0_Addition,45,openness,I have excellent ideas.,3.0,3,0.0,Addition,linear
145,Stacked_L0.0_Addition,46,openness,I do not have a good imagination.,3.0,3,0.0,Addition,linear
